,date,Ticker,COMPANY,GICS Sector,SDG_1,SDG_2,SDG_3,SDG_4,SDG_5,SDG_6,SDG_7,SDG_8,SDG_9,SDG_10,SDG_11,SDG_12,SDG_13,SDG_14,SDG_15,SDG_16,SDG_17,SDG_Mean,MA_7day_1,MA_7day_2,MA_7day_3,MA_7day_4,MA_7day_5,MA_7day_6,MA_7day_7,MA_7day_8,MA_7day_9,MA_7day_10,MA_7day_11,MA_7day_12,MA_7day_13,MA_7day_14,MA_7day_15,MA_7day_16,MA_7day_17,MA_7day_Mean,MA_60day_1,MA_60day_2,MA_60day_3,MA_60day_4,MA_60day_5,MA_60day_6,MA_60day_7,MA_60day_8,MA_60day_9,MA_60day_10,MA_60day_11,MA_60day_12,MA_60day_13,MA_60day_14,MA_60day_15,MA_60day_16,MA_60day_17,MA_60day_Mean,SDG_1_std,SDG_2_std,SDG_3_std,SDG_4_std,SDG_5_std,SDG_6_std,SDG_7_std,SDG_8_std,SDG_9_std,SDG_10_std,SDG_11_std,SDG_12_std,SDG_13_std,SDG_14_std,SDG_15_std,SDG_16_std,SDG_17_std,SDG_std_Mean,SDG_1_count,SDG_2_count,SDG_3_count,SDG_4_count,SDG_5_count,SDG_6_count,SDG_7_count,SDG_8_count,SDG_9_count,SDG_10_count,SDG_11_count,SDG_12_count,SDG_13_count,SDG_14_count,SDG_15_count,SDG_16_count,SDG_17_count,SDG_count_Mean
1115,2019-08-23,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.1058131332422889,-0.23873405874303016,,,0.674860126264785,0.6755404402925882,-0.04253782951043572,0.1684917125020104,-0.015203845140697904,0.3474078507990261,0.2375642032406798,0.3724132462478401,0.2436365681939515,0.33256499046240107,,0.04295121050571942,,,0.08790508033354465,,,,,0.36601075662452487,0.1295628293030305,0.018847182989521684,0.17529173530086523,-0.15130549118311482,,,,0.0744073040566357,,0.11258576580348414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,2019-08-24,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.1058131332422889,-0.23873405874303016,,,0.674860126264785,0.6755404402925882,-0.04253782951043572,0.1684917125020104,-0.015203845140697904,0.3474078507990261,0.2375642032406798,0.3724132462478401,0.2436365681939515,0.33256499046240107,,0.04295121050571942,,,0.08790508033354465,,,,,0.36601075662452487,0.1295628293030305,0.018847182989521684,0.17529173530086523,-0.15130549118311482,,,,0.0744073040566357,,0.11258576580348414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,2019-08-25,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.1058131332422889,-0.23873405874303016,,,0.674860126264785,0.6755404402925882,-0.04253782951043572,0.1684917125020104,-0.015203845140697904,0.3474078507990261,0.2375642032406798,0.3724132462478401,0.2436365681939515,0.33256499046240107,,0.04295121050571942,,,0.08790508033354465,,,,,0.36601075662452487,0.1295628293030305,0.018847182989521684,0.17529173530086523,-0.15130549118311482,,,,0.0744073040566357,,0.11258576580348414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,2019-08-26,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,0.6724091832089205,,,,,1.3505284279036902,,0.6724091832089205,0.6724091832089205,,0.6724091832089205,,0.6724091832089205,1.3505284279036902,0.6724091832089205,0.8419389943826128,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.8855577571227926,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.3474078507990261,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.1748372249398504,,,0.10805629643228253,,,,,0.4117496045560673,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.15130549118311482,,,,0.1147722196286697,,0.1387311537807375,,,0.19263873200272325,,,,,1.1824093921354073,,0.19263873200272325,0.19263873200272325,,0.19263873200272325,,0.19263873200272325,1.1824093921354073,0.19263873200272325,0.4400813970358943,,,2.0,,,,,3.0,,2.0,2.0,,2.0,,2.0,3.0,2.0,2.25
1119,2019-08-27,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.8855577571227926,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.3474078507990261,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.1748372249398504,,,0.10805629643228253,,,,,0.4117496045560673,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.15130549118311482,,,,0.1147722196286697,,0.1387311537807375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,2019-08-28,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.8855577571227926,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.3474078507990261,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.1748372249398504,,,0.10805629643228253,,,,,0.4117496045560673,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.15130549118311482,,,,0.1147722196286697,,0.1387311537807375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,2019-08-29,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.8855577571227926,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.3474078507990261,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.1748372249398504,,,0.10805629643228253,,,,,0.4117496045560673,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.15130549118311482,,,,0.1147722196286697,,0.1387311537807375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,2019-08-30,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,0.9032258064516128,,,,,,,,,,0.9032258064516128,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.775564137274336,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.3474078507990261,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.16529596364447513,,,0.10805629643228253,,,,,0.41568839946272423,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.15130549118311482,,,,0.1147722196286697,,0.13926553168348688,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,1.0
1123,2019-08-31,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.775564137274336,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.3474078507990261,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.16529596364447513,,,0.10805629643228253,,,,,0.41568839946272423,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.15130549118311482,,,,0.1147722196286697,,0.13926553168348688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,2019-09-01,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.775564137274336,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.3474078507990261,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.16529596364447513,,,0.10805629643228253,,,,,0.41568839946272423,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.15130549118311482,,,,0.1147722196286697,,0.13926553168348688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,2019-09-02,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.775564137274336,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.3474078507990261,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.16529596364447513,,,0.10805629643228253,,,,,0.41568839946272423,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.15130549118311482,,,,0.1147722196286697,,0.13926553168348688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,2019-09-03,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.775564137274336,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.3474078507990261,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.16529596364447513,,,0.10805629643228253,,,,,0.41568839946272423,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.15130549118311482,,,,0.1147722196286697,,0.13926553168348688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,2019-09-04,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,0.4615384615384621,,,,0.4615384615384621,,,,,,0.4615384615384621,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.5944195992796169,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.1445598932852308,,,0.10805629643228253,,,,,0.41573674936825655,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14298282335132906,,,,,,,,2.0,,,,2.0,,,,,,2.0,,,,,,,,1.0,,,,1.0,,,,,,1.0
1128,2019-09-05,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,0.0,,,,,,,,,,0.0,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,2.0
1129,2019-09-06,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,2019-09-07,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,2019-09-08,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,2019-09-09,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,2019-09-10,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,2019-09-11,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,2019-09-12,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,2019-09-13,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,2019-09-14,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,2019-09-15,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,2019-09-16,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,2019-09-17,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,2019-09-18,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,2019-09-19,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,-2.4975347596803226,0.27662623753841287,-0.23873405874303016,,,0.674860126264785,0.38290620799190245,-0.04253782951043572,0.3832271066294301,0.1847826976555317,0.2961055097468752,0.4109895316219453,0.3724132462478401,0.4205101332472599,0.5040196584110096,,0.12621242425450455,,,0.10805629643228253,,,,,0.40786827302104367,0.1295628293030305,0.05051295657875683,0.1964089846395998,-0.12849664423696752,,,,0.1147722196286697,,0.14191530397347307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,2019-09-20,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,-0.8387096774193549,,-0.8387096774193549,,,,-0.8387096774193549,-0.8387096774193549,,-0.8387096774193549,-0.8387096774193549,,-0.8387096774193549,,-0.8387096774193549,-0.8387096774193549,,-0.8387096774193549,-1.814977405900084,-2.4975347596803226,0.18453625078902613,-0.23873405874303016,,,0.35512001041485625,0.13821624908596875,-0.04253782951043572,0.25947538186202285,0.10719200717553652,0.2961055097468752,0.2561190674271593,0.3724132462478401,0.26166583937478727,0.32669012535195674,,-0.16365859494662685,,,0.09545638097180338,,,,0.3456716249341465,0.38745885793347623,0.1295628293030305,0.03761784856367529,0.1817733499068837,-0.12849664423696752,,,,0.10826931577906945,,0.15144880139827555,2.0,,2.0,,,,2.0,2.0,,2.0,2.0,,2.0,,2.0,2.0,,2.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0
1144,2019-09-21,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,-1.814977405900084,-2.4975347596803226,0.18453625078902613,-0.23873405874303016,,,0.35512001041485625,0.13821624908596875,-0.04253782951043572,0.25947538186202285,0.10719200717553652,0.2961055097468752,0.2561190674271593,0.3724132462478401,0.26166583937478727,0.32669012535195674,,-0.16365859494662685,,,0.09545638097180338,,,,0.3456716249341465,0.38745885793347623,0.1295628293030305,0.03761784856367529,0.1817733499068837,-0.12849664423696752,,,,0.10826931577906945,,0.15144880139827555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,2019-09-22,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,-1.814977405900084,-2.4975347596803226,0.18453625078902613,-0.23873405874303016,,,0.35512001041485625,0.13821624908596875,-0.04253782951043572,0.25947538186202285,0.10719200717553652,0.2961055097468752,0.2561190674271593,0.3724132462478401,0.26166583937478727,0.32669012535195674,,-0.16365859494662685,,,0.09545638097180338,,,,0.3456716249341465,0.38745885793347623,0.1295628293030305,0.03761784856367529,0.1817733499068837,-0.12849664423696752,,,,0.10826931577906945,,0.15144880139827555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,2019-09-23,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,-1.814977405900084,-2.4975347596803226,0.18453625078902613,-0.23873405874303016,,,0.35512001041485625,0.13821624908596875,-0.04253782951043572,0.25947538186202285,0.10719200717553652,0.2961055097468752,0.2561190674271593,0.3724132462478401,0.26166583937478727,0.32669012535195674,,-0.16365859494662685,,,0.09545638097180338,,,,0.3456716249341465,0.38745885793347623,0.1295628293030305,0.03761784856367529,0.1817733499068837,-0.12849664423696752,,,,0.10826931577906945,,0.15144880139827555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,2019-09-24,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,-1.814977405900084,-2.4975347596803226,0.18453625078902613,-0.23873405874303016,,,0.35512001041485625,0.13821624908596875,-0.04253782951043572,0.25947538186202285,0.10719200717553652,0.2961055097468752,0.2561190674271593,0.3724132462478401,0.26166583937478727,0.32669012535195674,,-0.16365859494662685,,,0.09545638097180338,,,,0.3456716249341465,0.38745885793347623,0.1295628293030305,0.03761784856367529,0.1817733499068837,-0.12849664423696752,,,,0.10826931577906945,,0.15144880139827555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,2019-09-25,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,0.8868243243243241,0.8868243243243241,0.8868243243243241,,,0.8756941527471213,0.8868243243243241,-0.29732857857857803,0.8868243243243241,0.8868243243243241,,,,0.8868243243243241,,0.7540150938265346,-1.814977405900084,-2.4975347596803226,0.19639088735092064,-0.13259861938061562,,,0.35512001041485625,0.31527506638550395,0.0401111670920759,0.12851046938277985,0.1428740139257706,0.30039350103203877,0.2561190674271593,0.3724132462478401,0.26166583937478727,0.272200245315999,,-0.14316950207555837,,,0.1013391059909119,,,,0.3456716249341465,0.41959214874356515,0.13599036487856958,0.02891757462160244,0.1857319649546984,-0.09722832418492829,,,,0.11848692502919884,,0.16284732310323474,,,2.0,2.0,2.0,,,0.5012180702392315,2.0,1.6746450952087548,2.0,2.0,,,,2.0,,1.7973181294942207,,,1.0,1.0,1.0,,,3.0,1.0,2.0,1.0,1.0,,,,1.0,,1.3333333333333333
1149,2019-09-26,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,-1.48148148148148,,,,,,,,-1.48148148148148,-1.814977405900084,-2.4975347596803226,0.19639088735092064,-0.13259861938061562,,,0.35512001041485625,0.31527506638550395,0.0401111670920759,-0.07864993534944896,0.1428740139257706,0.30039350103203877,0.2561190674271593,0.3724132462478401,0.26166583937478727,0.272200245315999,,-0.16089458450435817,,,0.1013391059909119,,,,0.3456716249341465,0.41959214874356515,0.13599036487856958,0.007493475208934748,0.1857319649546984,-0.09722832418492829,,,,0.11848692502919884,,0.16002569749818618,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,1.0
1150,2019-09-27,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,0.613496932515338,,,,0.613496932515338,,,0.613496932515338,,,,,,,0.613496932515338,-1.814977405900084,-2.4975347596803226,0.19639088735092064,-0.03433745074872594,,,0.35512001041485625,0.3111115611371353,0.0401111670920759,-0.07864993534944896,0.1515170118318707,0.30039350103203877,0.2561190674271593,0.3724132462478401,0.26166583937478727,0.272200245315999,,-0.1515483892216753,,,0.1013391059909119,,,,0.3456716249341465,0.41872285339147214,0.13599036487856958,0.007493475208934748,0.18671535439730724,-0.09722832418492829,,,,0.11848692502919884,,0.1600728679553149,,,,2.0,,,,2.0,,,2.0,,,,,,,2.0,,,,1.0,,,,1.0,,,1.0,,,,,,,1.0
1151,2019-09-28,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,-1.814977405900084,-2.4975347596803226,0.19639088735092064,-0.03433745074872594,,,0.35512001041485625,0.3111115611371353,0.0401111670920759,-0.07864993534944896,0.1515170118318707,0.30039350103203877,0.2561190674271593,0.3724132462478401,0.26166583937478727,0.272200245315999,,-0.1515483892216753,,,0.1013391059909119,,,,0.3456716249341465,0.41872285339147214,0.13599036487856958,0.007493475208934748,0.18671535439730724,-0.09722832418492829,,,,0.11848692502919884,,0.1600728679553149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,2019-09-29,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,-1.814977405900084,-2.4975347596803226,0.19639088735092064,-0.03433745074872594,,,0.35512001041485625,0.3111115611371353,0.0401111670920759,-0.07864993534944896,0.1515170118318707,0.30039350103203877,0.2561190674271593,0.3724132462478401,0.26166583937478727,0.272200245315999,,-0.1515483892216753,,,0.1013391059909119,,,,0.3456716249341465,0.41872285339147214,0.13599036487856958,0.007493475208934748,0.18671535439730724,-0.09722832418492829,,,,0.11848692502919884,,0.1600728679553149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,2019-09-30,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,-1.814977405900084,-2.4975347596803226,0.19639088735092064,-0.03433745074872594,,,0.35512001041485625,0.3111115611371353,0.0401111670920759,-0.07864993534944896,0.1515170118318707,0.30039350103203877,0.2561190674271593,0.3724132462478401,0.26166583937478727,0.272200245315999,,-0.1515483892216753,,,0.1013391059909119,,,,0.3456716249341465,0.41872285339147214,0.13599036487856958,0.007493475208934748,0.18671535439730724,-0.09722832418492829,,,,0.11848692502919884,,0.1600728679553149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
