,date,Ticker,COMPANY,GICS Sector,SDG_1,SDG_2,SDG_3,SDG_4,SDG_5,SDG_6,SDG_7,SDG_8,SDG_9,SDG_10,SDG_11,SDG_12,SDG_13,SDG_14,SDG_15,SDG_16,SDG_17,SDG_Mean,MA_7day_1,MA_7day_2,MA_7day_3,MA_7day_4,MA_7day_5,MA_7day_6,MA_7day_7,MA_7day_8,MA_7day_9,MA_7day_10,MA_7day_11,MA_7day_12,MA_7day_13,MA_7day_14,MA_7day_15,MA_7day_16,MA_7day_17,MA_7day_Mean,MA_60day_1,MA_60day_2,MA_60day_3,MA_60day_4,MA_60day_5,MA_60day_6,MA_60day_7,MA_60day_8,MA_60day_9,MA_60day_10,MA_60day_11,MA_60day_12,MA_60day_13,MA_60day_14,MA_60day_15,MA_60day_16,MA_60day_17,MA_60day_Mean,SDG_1_std,SDG_2_std,SDG_3_std,SDG_4_std,SDG_5_std,SDG_6_std,SDG_7_std,SDG_8_std,SDG_9_std,SDG_10_std,SDG_11_std,SDG_12_std,SDG_13_std,SDG_14_std,SDG_15_std,SDG_16_std,SDG_17_std,SDG_std_Mean,SDG_1_count,SDG_2_count,SDG_3_count,SDG_4_count,SDG_5_count,SDG_6_count,SDG_7_count,SDG_8_count,SDG_9_count,SDG_10_count,SDG_11_count,SDG_12_count,SDG_13_count,SDG_14_count,SDG_15_count,SDG_16_count,SDG_17_count,SDG_count_Mean
819,2018-10-31,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,2018-11-01,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,2018-11-02,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,2018-11-03,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,2018-11-04,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,2018-11-05,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,2018-11-06,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,2018-11-07,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,2018-11-08,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,2018-11-09,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,2018-11-10,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,2018-11-11,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,2018-11-12,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,2018-11-13,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,2018-11-14,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,2018-11-15,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,2018-11-16,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,2018-11-17,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,2018-11-18,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,2018-11-19,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,2018-11-20,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,2018-11-21,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,2018-11-22,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14559622919925333,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1498167760343407,-0.226552075160731,,,,-0.2110107753424758,,-0.06782472879702797,,,0.22640891309864267,,,,,0.2704750758942266,,,0.4152002727291431,,,,,,,0.3612914520748287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,2018-11-23,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,1.1363636363636398,,,,,,,,1.1363636363636398,,,,,1.1363636363636398,,1.1363636363636398,,,-0.11232682186837126,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.14608010896558973,-0.226552075160731,,,,-0.1953361906594873,,-0.059425943148878696,,,0.23078550537657402,,,,,0.2704750758942266,,,0.4092820626390478,,,,,0.1722606503432815,,0.3258231421087099,,,2.0,,,,,,,,2.0,,,,,2.0,,2.0,,,1.0,,,,,,,,1.0,,,,,1.0,,1.0
843,2018-11-24,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.11232682186837126,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.14608010896558973,-0.226552075160731,,,,-0.1953361906594873,,-0.059425943148878696,,,0.23078550537657402,,,,,0.2704750758942266,,,0.4092820626390478,,,,,0.1722606503432815,,0.3258231421087099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,2018-11-25,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.11232682186837126,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.14608010896558973,-0.226552075160731,,,,-0.1953361906594873,,-0.059425943148878696,,,0.23078550537657402,,,,,0.2704750758942266,,,0.4092820626390478,,,,,0.1722606503432815,,0.3258231421087099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,2018-11-26,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.11232682186837126,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.14608010896558973,-0.226552075160731,,,,-0.1953361906594873,,-0.059425943148878696,,,0.23078550537657402,,,,,0.2704750758942266,,,0.4092820626390478,,,,,0.1722606503432815,,0.3258231421087099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,2018-11-27,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,0.772200772200772,,,,,,,0.772200772200772,,,,,0.772200772200772,,0.772200772200772,,,-0.11232682186837126,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1510779659278729,-0.226552075160731,,,,-0.12994226193909714,,-0.047126190882485555,,,0.23078550537657402,,,,,0.2704750758942266,,,0.396999017471989,,,,,0.17448070237588598,,0.3227625811639703,,,,2.0,,,,,,,2.0,,,,,2.0,,2.0,,,,1.0,,,,,,,1.0,,,,,1.0,,1.0
847,2018-11-28,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.11232682186837126,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1510779659278729,-0.226552075160731,,,,-0.12994226193909714,,-0.047126190882485555,,,0.23078550537657402,,,,,0.2704750758942266,,,0.396999017471989,,,,,0.17448070237588598,,0.3227625811639703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,2018-11-29,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.11232682186837126,,,,0.13739179885602,-0.10922701331784583,0.2176751960277111,-0.233105018993092,0.1510779659278729,-0.226552075160731,,,,-0.12994226193909714,,-0.047126190882485555,,,0.23078550537657402,,,,,0.2704750758942266,,,0.396999017471989,,,,,0.17448070237588598,,0.3227625811639703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,2018-11-30,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,-0.43731778425656,,,,,-0.43731778425656,,-0.43731778425656,-0.43731778425656,,,,,-0.43731778425656,,-0.43731778425656,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,2.0,,,,,2.0,,2.0,2.0,,,,,2.0,,2.0,,,1.0,,,,,1.0,,1.0,1.0,,,,,1.0,,1.0
850,2018-12-01,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,2018-12-02,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,2018-12-03,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,2018-12-04,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,2018-12-05,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,2018-12-06,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,2018-12-07,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,2018-12-08,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,2018-12-09,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,2018-12-10,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,2018-12-11,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,2018-12-12,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,2018-12-13,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,2018-12-14,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,2018-12-15,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,2018-12-16,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,-0.14026021853813367,,,,0.13739179885602,-0.26293851927309375,0.2176751960277111,-0.3105670446456695,0.0764592983117924,-0.226552075160731,,,,-0.11197698805788237,,-0.09422299541046607,,,0.20988280648928456,,,,,0.252533776186541,,,0.36375118915591076,,,,,0.1545056008080071,,0.29459902301250607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,2018-12-17,BHOOY,BOOHOO GROUP PLC - UNSP ADR,Consumer Discretionary,,,-0.2640482716384049,,,,,-0.9694887014474632,2.30414746543779,-1.3153346986956098,-0.2640482716384049,,-2.8322440087146004,,-2.8322440087146004,-0.2640482716384049,,-0.8046635958812123,,,-0.12274984204184677,,,,0.13739179885602,-0.3966811482293408,0.28795262775122465,-0.5057838195887717,0.02963548065955509,-0.226552075160731,,,,-0.07614251846201174,,-0.12709317160288836,,,0.1944655923861494,,,,,0.22011912244573326,,,0.33803794970944123,,,,,0.1409456623895589,,0.2692323649003601,,,3.631977242201922,,,,,2.623157618607288,2.0,2.8065174598115394,3.631977242201922,,2.0,,2.0,3.631977242201922,,2.7907008506280744,,,2.0,,,,,3.0,1.0,6.0,2.0,,1.0,,1.0,2.0,,2.25
